,dev F1,_step,n_bias_params,n_clas_params,n_circ_params,total epoch time,dev loss,n_pos_enc_params,loss,epoch,train F1,batch loss,train epoch time,n_all_params,_timestamp,train accuracy,_runtime,dev accuracy,dev eval epoch time
15810,0.7952586206896551,15810,,,,140.66947374741235,0.002044156638033893,,0.006305073070519751,14.0,0.8479507660075946,,140.57575035889943,,1715214071.651075,0.827584670893406,8476.318892002106,0.7821100917431193,0.09372338851292929
16864,0.8072805139186295,16864,,,,150.0532776673635,0.0020696322237132884,,0.006258669924857446,15.0,0.8474891831650715,,149.95334875981013,,1715214634.679549,0.8272877102852306,9039.34736609459,0.7935779816513762,0.0999289075533549
17918,0.8138528138528138,17918,,,,159.42851620912552,0.002076877776635896,,0.00622349098676789,16.0,0.8487454445347526,,159.3223439137141,,1715215197.194099,0.8286834251436547,9601.861916065216,0.8027522935779816,0.10617229541142782
18972,0.8168103448275862,18972,,,,168.8310674826304,0.0020529863279347025,,0.006177460025644676,17.0,0.8499862155882005,,168.71874532699584,,1715215761.3474255,0.8303315565190278,10166.0152425766,0.805045871559633,0.11232215563456219
20026,0.8094218415417559,20026,,,,178.16955353816348,0.0020429016595039894,,0.006165864058780901,18.0,0.8476652341337119,,178.0509509285291,,1715216321.6568506,0.8278964795319901,10726.324667692184,0.7958715596330275,0.11860260963439943
21080,0.8133764832793959,21080,,,,187.51483464241025,0.002116192576535251,,0.006114766274506174,19.0,0.8502527075812274,,187.3900192697843,,1715216882.3739703,0.8306285171272031,11287.04178738594,0.801605504587156,0.12481537262598676
22134,0.8112189859762675,22134,,,,196.85497817198433,0.002001201921920164,,0.006096529468388885,20.0,0.8491862282764328,,196.7239929874738,,1715217442.7828534,0.8295297628769543,11847.450670480728,0.7993119266055045,0.13098518451054894
23188,0.8112798264642083,23188,,,,206.21163064241406,0.002084534444393368,,0.006080913541311641,21.0,0.8493715606572018,,206.07459450960158,,1715218004.1822379,0.8297079392418596,12408.850054979324,0.8004587155963303,0.13703613281250004
24242,0.8138528138528138,24242,,,,215.5578072428703,0.002039849826502144,,0.006062718963079296,22.0,0.8490059955822026,,215.4147137324015,,1715218564.9530747,0.8294852187857281,12969.620891809464,0.8027522935779816,0.1430935104688009
25296,0.8129032258064516,25296,,,,224.9135926564534,0.002045767569760664,,0.006035954007065325,23.0,0.8510722066195963,,224.76427016258236,,1715219126.3004472,0.8315045509213203,13530.968264341354,0.8004587155963303,0.1493224938710531
26350,0.8116883116883117,26350,,,,234.24852885007854,0.0021273851257945418,,0.006029513127549025,24.0,0.8497910479144216,,234.09303933779395,,1715219686.3968658,0.8302870124278015,14091.06468296051,0.8004587155963303,0.1554895122845968
27404,0.8169014084507042,27404,,,,243.61731031735735,0.002079490059559498,,0.006012515580798047,25.0,0.8498515072669452,,243.4555387218793,,1715220248.5239954,0.8303464045494365,14653.191812515259,0.8061926605504587,0.1617715954780579
28458,0.8193548387096774,28458,,,,252.95725296735762,0.0020039407621829882,,0.0059913504959404175,26.0,0.8512070688476305,,252.78950085242587,,1715220808.9207919,0.8319796878944008,15213.588608980179,0.8073394495412844,0.16775211493174239
29512,0.8086486486486486,29512,,,,262.3167515953382,0.00213397417320024,,0.00597811546705743,27.0,0.8510834122225729,,262.1430259982745,,1715221370.4909637,0.8318312075903131,15775.158780813217,0.7970183486238532,0.1737255970637004
30566,0.8104008667388949,30566,,,,271.66396874984105,0.002097606043749993,,0.005975763053845827,28.0,0.8509793611147627,,271.4843039592107,,1715221931.3242786,0.8316827272862255,16335.992095708847,0.7993119266055045,0.1796647906303406
31620,0.8134490238611713,31620,,,,281.0069956461588,0.002068530084616547,,0.005988198475210482,29.0,0.8496412520696996,,280.82118960221607,,1715222491.9061239,0.8301088360628962,16896.573940992355,0.8027522935779816,0.1858060439427694
